city_ascii,lat,lng,country,capital,population
Valparai,10.3276,76.9553,India,,70589
Chingford,51.623,0.009,United Kingdom,,70583
Cabudare,10.0331,-69.2633,Venezuela,minor,70578
Cleveland,35.1817,-84.8707,United States,,70578
Sankaranayinar Kovil,9.16,77.55,India,,70574
Xangongo,-16.7467,14.9747,Angola,,70568
Uxbridge,51.5404,-0.4778,United Kingdom,,70560
Zenica,44.2017,17.9039,Bosnia and Herzegovina,minor,70553
Tenkasi,8.9564,77.3152,India,,70545
Dublin,37.7161,-121.8963,United States,,70542
Ankeny,41.7288,-93.6031,United States,,70542
Bundaberg,-24.8661,152.3494,Australia,,70540
Maple Grove,45.1089,-93.4626,United States,,70539
Suratgarh,29.3177,73.8989,India,,70536
Quibor,9.9311,-69.6247,Venezuela,minor,70536
Kaukhali,22.6333,90.0667,Bangladesh,,70515
Sig,35.5278,-0.1861,Algeria,,70499
Baiquan,47.6018,126.0819,China,minor,70472
Mindelo,16.886,-24.988,Cabo Verde,admin,70468
Bayonne,40.6668,-74.1158,United States,,70468
Palni,10.45,77.5161,India,,70467
Mubarakpur,26.09,83.29,India,,70463
Togoch'ale,9.6014,43.3361,Ethiopia,,70450
Bur Fu'ad,31.2314,32.3253,Egypt,,70417
Capanema,-1.1958,-47.1808,Brazil,minor,70394
Nelamangala,13.102,77.374,India,,70393
Pavia,10.775,122.5417,Philippines,,70388
Bayramaly,37.6167,62.15,Turkmenistan,,70376
Yawata-shimizui,34.8756,135.7075,Japan,,70373
Linares,24.8597,-99.5647,Mexico,minor,70368
Fulda,50.5508,9.6753,Germany,minor,70366
Aliaga,15.5036,120.845,Philippines,,70363
Dandeli,15.2667,74.6167,India,,70342
Orani,14.8,120.53,Philippines,,70342
North Richland Hills,32.8604,-97.218,United States,,70338
Santa Maria La Pila,15.6056,-89.8125,Guatemala,,70321
Minxiong,23.5504,120.4457,Taiwan,,70316
Huwei,23.72,120.4354,Taiwan,,70300
Celle,52.6256,10.0825,Germany,minor,70293
Bopa,6.5833,1.9833,Benin,,70268
Brumado,-14.2036,-41.6653,Brazil,minor,70268
Chapayevsk,52.9833,49.7167,Russia,,70228
Tataouine,32.9306,10.45,Tunisia,admin,70224
Hujra Shah Muqim,30.7333,73.8167,Pakistan,,70204
Nandura Buzurg,20.8333,76.4597,India,,70200
Dimbokro,6.6505,-4.71,Côte d’Ivoire,admin,70198
Rizal,15.71,121.1047,Philippines,,70196
Eastvale,33.9617,-117.5803,United States,,70179
Tinambac,13.8183,123.3244,Philippines,,70176
Pazarcik,37.4894,37.2967,Turkey,minor,70173
San Antonio,14.4656,121.0311,Philippines,,70134
Kabirwala,30.2,70.43,Pakistan,,70123
Thaba Nchu,-29.2,26.8333,South Africa,,70118
Eniwa,42.8833,141.5833,Japan,,70102
Guzhou,25.9278,108.5186,China,,70098
Guaynabo,18.3832,-66.1134,Puerto Rico,,70087
Gaura,25.4961,85.9709,India,,70081
Pan'an,34.7575,105.1135,China,,70072
Tsurugashima,35.9345,139.3931,Japan,,70067
Grajau,-5.8194,-46.1386,Brazil,minor,70065
Cahama,-16.2833,14.3167,Angola,,70061
Ko Samui,9.5,100,Thailand,minor,70059
Kempten,47.7333,10.3167,Germany,minor,70056
Lubin,51.3972,16.2056,Poland,minor,70016
Glens Falls,43.3109,-73.6458,United States,,70005
Longview,46.1461,-122.963,United States,,70004
Luodong,24.6753,121.7711,Taiwan,,70002
Zhanggu,30.9504,101.9167,China,minor,70000
Longtangwan,27.7772,111.7514,China,,70000
`Izbat al Burj,31.5084,31.8411,Egypt,,70000
Satyamangalam,11.5167,77.25,India,,70000
Madhipura,25.92,86.792,India,,70000
Bhattu Kolan,29.3872,75.3422,India,,70000
Kodoli,16.88,74.2,India,,70000
Az Zubaydiyah,32.7588,45.1773,Iraq,,70000
Thakhek,17.4,104.8,Laos,admin,70000
Castries,14.0108,-60.9894,Saint Lucia,primary,70000
Al `Amirat,23.5224,58.4987,Oman,,70000
Talamba,30.5255,72.2398,Pakistan,,70000
Badhan,10.7142,48.3359,Somalia,,70000
Phu Quoc,10.2289,103.9669,Vietnam,minor,70000
Hosa'ina,7.55,37.85,Ethiopia,admin,69995
Mansfield,53.1444,-1.1964,United Kingdom,,69987
Tulare,36.1995,-119.34,United States,,69984
Troitsk,54.0833,61.5667,Russia,minor,69983
Raha Tiga,-4.8311,122.7239,Indonesia,,69980
Raha,-4.8311,122.7239,Indonesia,minor,69980
San Antonio,-25.4138,-57.5659,Paraguay,,69976
Nikki,9.9333,3.2083,Benin,,69970
Avaniyapuram,9.8818,78.1125,India,,69967
Entebbe,0.05,32.46,Uganda,,69958
Imerintsiatosika,-18.9804,47.3285,Madagascar,,69953
Eskilstuna,59.3674,16.516,Sweden,minor,69948
Izmail,45.3517,28.8364,Ukraine,minor,69932
Rohri,27.6831,68.9,Pakistan,,69920
Conway,35.0753,-92.4692,United States,,69918
Sagaing,21.8822,95.9786,Burma,,69917
Qingquan,38.7931,101.0887,China,minor,69902
Saint John,45.2806,-66.0761,Canada,,69895
West Des Moines,41.5521,-93.7806,United States,,69893
Chiang Rai,19.9094,99.8275,Thailand,admin,69888
Moquegua,-17.2,-70.9333,Peru,admin,69882
Yueshanwan,27.8614,112.2911,China,,69880
Altamura,40.8167,16.55,Italy,,69880
Sanlucar de Barrameda,36.7667,-6.35,Spain,,69876
Zografos,37.9783,23.7717,Greece,minor,69874
Vushtrri,42.8231,20.9675,Kosovo,admin,69870
Encarnacion,-27.3472,-55.8739,Paraguay,admin,69868
Konin,52.2167,18.2667,Poland,minor,69858
Novomoskovsk,48.6333,35.2167,Ukraine,minor,69855
Kwamhlanga,-25.432,28.708,South Africa,,69853
Ratnanagar,27.5833,84.5,Nepal,,69851
Garzon,2.1819,-75.6578,Colombia,minor,69823
Redondo Beach,33.8577,-118.3765,United States,,69814
San Miguel de Allende,20.9142,-100.7436,Mexico,minor,69811
Walnut Creek,37.9024,-122.0399,United States,,69790
San Juan de los Lagos,21.2458,-102.3308,Mexico,minor,69725
Los Reyes de Salgado,19.5833,-102.4667,Mexico,,69723
Basavakalyan,17.8728,76.9497,India,,69717
Escada,-8.3592,-35.2236,Brazil,minor,69701
Faridpur,28.2086,79.5381,India,,69700
Havirov,49.7831,18.4228,Czechia,,69694
Kiyosu,35.1998,136.8529,Japan,,69687
Quixada,-4.9708,-39.015,Brazil,minor,69654
Passaic,40.8574,-74.1282,United States,,69651
Ziguinchor,12.5861,-16.2707,Senegal,admin,69646
Minami-Alps,35.6083,138.465,Japan,,69642
Uwajima,33.2167,132.5667,Japan,,69639
Roxas,10.3197,119.3408,Philippines,,69624
Porterville,36.0643,-119.0338,United States,,69616
Rioverde,21.93,-99.98,Mexico,minor,69613
Ritto,35.0167,136,Japan,,69598
Saint-Louis du Nord,19.934,-72.7214,Haiti,,69592
Cergy,49.0361,2.0631,France,minor,69578
Inowroclaw,52.7931,18.2611,Poland,minor,69576
Somasso,12.8728,-5.6033,Mali,,69561
L'Aquila,42.354,13.392,Italy,admin,69558
Tivaouane,14.9543,-16.8132,Senegal,,69556
Tournai,50.6056,3.3881,Belgium,minor,69554
Buynaksk,42.8167,47.1167,Russia,minor,69554
Maricopa,33.0408,-112.0011,United States,,69554
Samch'ok,37.45,129.165,"Korea, South",,69509
Rhondda,51.6159,-3.4175,United Kingdom,,69506
Apatity,67.5667,33.4,Russia,minor,69500
Biguacu,-27.4942,-48.6556,Brazil,minor,69486
Thohoyandou,-22.95,30.4833,South Africa,,69453
Castelldefels,41.286,1.982,Spain,,69450
Poptun,16.3222,-89.4222,Guatemala,minor,69437
Soja,34.6728,133.7464,Japan,,69428
Izucar de Matamoros,18.6,-98.4667,Mexico,minor,69413
Tripunittura,9.9439,76.3494,India,,69390
Toyoake,35.0509,137.0128,Japan,,69389
Al Qusiyah,27.4444,30.8167,Egypt,,69388
Fajardo,18.3331,-65.6589,Puerto Rico,,69381
Alenquer,-1.9419,-54.7378,Brazil,minor,69377
Victoria,15.5781,120.6819,Philippines,,69370
Aqsu,52.0333,76.9167,Kazakhstan,minor,69354
Chisec,15.8125,-90.3217,Guatemala,minor,69325
Kirdasah,30.031,31.1111,Egypt,,69317
Nowrangapur,19.23,82.55,India,,69307
Welland,42.9833,-79.2333,Canada,,69302
Spring Hill,35.7437,-86.9116,United States,,69298
Bitola,41.0319,21.3347,North Macedonia,admin,69287
Planeta Rica,8.4089,-75.5819,Colombia,minor,69285
Don Carlos,7.6808,124.9953,Philippines,,69273
Bafia,4.75,11.2167,Cameroon,,69270
Cawayan,11.9303,123.7689,Philippines,,69265
Anan,33.9167,134.6667,Japan,,69259
Limonade,19.6701,-72.1243,Haiti,,69256
Limbe,19.706,-72.4034,Haiti,,69256
Shangchuankou,36.3283,102.8015,China,,69252
Gaithersburg,39.1346,-77.2131,United States,,69225
El Paso de Robles,35.6394,-120.656,United States,,69218
Barra do Garcas,-15.89,-52.2569,Brazil,minor,69210
Ongjang,37.9371,125.3571,"Korea, North",,69195
Cuimba,-6.1178,14.6172,Angola,,69194
Torbeck,18.1634,-73.8095,Haiti,,69189
East Orange,40.7651,-74.2117,United States,,69183
Aalen,48.8333,10.1,Germany,minor,69147
Fedosiia,45.0342,35.3792,Ukraine,,69145
Rongcheng,39.0525,115.8603,China,minor,69143
Ad Darb,17.7229,42.2526,Saudi Arabia,,69134
Imola,44.3531,11.7147,Italy,,69121
Necocli,8.4167,-76.7833,Colombia,minor,69090
Mansehra,34.3339,73.2014,Pakistan,minor,69085
Mineral'nyye Vody,44.2167,43.1333,Russia,minor,69082
Renk,11.7431,32.8049,South Sudan,,69079
Kladno,50.1431,14.1053,Czechia,,69078
Mila,36.4503,6.2644,Algeria,admin,69052
Lippstadt,51.6667,8.35,Germany,,69047
Bhawanipatna,19.91,83.128,India,,69045
Mocuba,-16.8391,36.9855,Mozambique,,69045
Dharmasagaram,17.9933,79.4428,India,,69043
Vaasa,63.1,21.6167,Finland,admin,69036
Granby,45.4,-72.7333,Canada,,69025
San Pascual,13.8,121.03,Philippines,,69009
Southampton,40.8997,-72.4931,United States,,69002
Peruibe,-24.32,-46.9983,Brazil,minor,69001
Kireka,0.3467,32.5,Uganda,,69000
Kamsar,10.65,-14.6167,Guinea,,68999
Moriya,35.9514,139.9754,Japan,,68992
Tanabe,33.7333,135.3833,Japan,,68986
Mocuba,-16.8496,38.26,Mozambique,,68984
Mococa,-21.4678,-47.0047,Brazil,minor,68980
Piotrkow Trybunalski,51.4,19.6833,Poland,minor,68978
Varisshiyakuni,11.6325,75.584,India,,68970
Huishi,35.6918,105.0531,China,minor,68958
Yitiaoshan,37.1889,104.0571,China,minor,68952
La Paz,15.4431,120.7289,Philippines,,68952
Bagumbayan,6.5339,124.5633,Philippines,,68947
Liuhe,42.2669,125.7404,China,minor,68938
Palghar,19.6969,72.7654,India,,68931
Sumter,33.9392,-80.393,United States,,68914
La Chorrera,8.8792,-79.7822,Panama,admin,68896
Buenavista,8.97,125.41,Philippines,,68892
San Jose del Guaviare,2.5667,-72.6333,Colombia,admin,68878
Queenstown,-31.9,26.8833,South Africa,,68872
Yunnanyi,25.4245,100.689,China,,68858
Villanueva y Geltru,41.2242,1.7256,Spain,,68854
Grand Forks,47.9214,-97.0884,United States,,68853
Aparri,18.3575,121.6372,Philippines,,68839
Assen,52.9953,6.5606,Netherlands,admin,68836
Ixtaczoquitlan,18.85,-97.0667,Mexico,minor,68823
Ponta Delgada,37.74,-25.67,Portugal,admin,68809
Purisima de Bustos,21.0333,-101.8667,Mexico,minor,68795
Jacona de Plancarte,19.9333,-102.3167,Mexico,,68781
Pakribarawan,24.9516,85.7347,India,,68780
Al Ahmadi,29.0769,48.0838,Kuwait,,68763
Suwalki,54.0989,22.9286,Poland,minor,68752
Say'un,15.943,48.7873,Yemen,minor,68747
Yuriria,20.2,-101.15,Mexico,minor,68741
Bristol,36.5572,-82.2154,United States,,68737
Todupulai,9.9,76.7192,India,,68722
Mineral de la Reforma,20.15,-98.4333,Mexico,,68704
Indang,14.2,120.88,Philippines,,68699
Sabae,35.9565,136.1843,Japan,,68666
Alamada,7.3868,124.5534,Philippines,,68659
Isna,25.2933,32.5564,Egypt,,68656
Pozarevac,44.62,21.1897,Serbia,admin,68648
Kayankulam,9.172,76.501,India,,68634
Velsen-Zuid,52.4667,4.6167,Netherlands,,68617
Michigan City,41.7092,-86.869,United States,,68617
Gary,41.5905,-87.3473,United States,,68604
Minusinsk,53.7,91.6833,Russia,minor,68603
Solok,-0.7997,100.6661,Indonesia,,68602
Jarabacoa,19.1167,-70.6333,Dominican Republic,,68585
Paradip Garh,20.316,86.61,India,,68585
Quartu Sant'Elena,39.2413,9.1839,Italy,,68585
Valle Hermoso,25.6736,-97.8144,Mexico,minor,68573
Dubuque,42.5002,-90.707,United States,,68567
Bouira,36.38,3.9014,Algeria,admin,68545
San Leonardo,15.3611,120.9622,Philippines,,68536
Ilkal,15.9592,76.1135,India,,68534
Schenectady,42.8025,-73.9275,United States,,68521
Zapotlanejo,20.6228,-103.0689,Mexico,minor,68519
Doboj,44.7333,18.1333,Bosnia and Herzegovina,minor,68514
Victor Larco Herrera,-8.1333,-79.05,Peru,,68506
Nihtaur,29.33,78.38,India,,68500
E'erguna,50.243,120.181,China,minor,68482
Ubon Ratchathani,15.2281,104.8594,Thailand,admin,68477
Mamungan,8.12,124.22,Philippines,,68465
Casper,42.842,-106.3208,United States,,68438
Levallois-Perret,48.895,2.2872,France,,68412
Sanza Pombo,-7.3333,16,Angola,,68391
Tangub,8.0667,123.75,Philippines,,68389
Anjangaon,21.15,77.28,India,,68380
Franklin,40.4759,-74.5515,United States,,68367
Saki,41.1919,47.1706,Azerbaijan,admin,68360
Bardibas,26.9917,85.8917,Nepal,,68353
Tuymazy,54.6,53.7,Russia,minor,68349
Puerto San Jose,13.9333,-90.8167,Guatemala,,68331
Ash Shihr,14.7608,49.6069,Yemen,minor,68313
Oriximina,-1.7658,-55.8658,Brazil,minor,68294
Hameenlinna,60.9944,24.4667,Finland,admin,68288
Adrar,27.8667,-0.2833,Algeria,admin,68276
Hanford,36.3274,-119.6549,United States,,68276
Lodja,-3.5242,23.5964,Congo (Kinshasa),,68244
Matara,5.95,80.5333,Sri Lanka,,68244
St. Albert,53.6303,-113.6258,Canada,,68232
Otukpo,7.1904,8.13,Nigeria,minor,68220
Swedru,5.5371,-0.6998,Ghana,,68216
Nghia Lo,21.5758,104.5192,Vietnam,,68206
Tynemouth,55.017,-1.423,United Kingdom,,68202
Shawnee,39.0158,-94.8076,United States,,68175
Sipocot,13.7675,122.9783,Philippines,,68169
Tuburan,10.73,123.83,Philippines,,68167
South Hill,47.1198,-122.2853,United States,,68161
Eagan,44.817,-93.1638,United States,,68158
Union City,37.6032,-122.0181,United States,,68141
Miagao,10.6442,122.2352,Philippines,,68115
Xa Muteba,-9.5167,17.8167,Angola,,68114
Cuyapo,15.7778,120.6608,Philippines,,68066
Mbake,14.7903,-15.9078,Senegal,,68054
Pinheiro,-2.5208,-45.0828,Brazil,minor,68030
Fort McMurray,56.7333,-111.3833,Canada,,68002
Lindong,43.9681,119.3756,China,minor,68000
Renukut,24.2,83.03,India,,68000
Ixtlahuacan de los Membrillos,20.35,-103.1833,Mexico,minor,67969
Putrajaya,2.914,101.7019,Malaysia,primary,67964
Al Buraymi,24.2558,55.8025,Oman,admin,67963
Weston,26.1006,-80.4054,United States,,67952
Dinslaken,51.5667,6.7333,Germany,,67949
San Pedro Ayampuc,14.7833,-90.45,Guatemala,minor,67946
La Barca,20.2833,-102.5667,Mexico,minor,67937
Kankakee,41.102,-87.8643,United States,,67925
Yanghe,38.2727,106.2496,China,minor,67901
Castillejos,14.93,120.2,Philippines,,67889
Antalaha,-14.8833,50.2833,Madagascar,,67888
Leander,30.5728,-97.8618,United States,,67880
Hammond,30.5061,-90.4563,United States,,67874
Odate,40.2714,140.5642,Japan,,67865
Siuri,23.91,87.527,India,,67864
Boditi,6.8667,37.8667,Ethiopia,,67861
Januaria,-15.4886,-44.36,Brazil,minor,67852
Chengjiao Chengguanzhen,34.4362,104.0306,China,minor,67826
Conceicao do Coite,-11.5639,-39.2828,Brazil,minor,67825
Formiga,-20.4644,-45.4264,Brazil,minor,67822
Ksar el Boukhari,35.8856,2.7508,Algeria,,67813
Kamuli,0.945,33.125,Uganda,admin,67800
Xo`jayli Shahri,42.4,59.45,Uzbekistan,minor,67800
Rajsamand,25.07,73.88,India,,67798
Longshan,26.4519,106.9718,China,,67790
Bishnupur,23.075,87.317,India,,67783
Corvallis,44.5698,-123.2779,United States,,67769
Cannock,52.691,-2.027,United Kingdom,,67768
Apex,35.7237,-78.8743,United States,,67765
Kashiwara,34.5833,135.6333,Japan,,67757
Pesqueira,-8.3578,-36.6964,Brazil,minor,67735
Tepotzotlan,19.7161,-99.2236,Mexico,minor,67724
Bayombong,16.48,121.15,Philippines,admin,67714
Sant'Eufemia Lamezia,38.9198,16.2522,Italy,,67713
Shashijie,28.3458,113.424,China,,67700
Apac,1.985,32.535,Uganda,admin,67700
Issy-les-Moulineaux,48.8239,2.27,France,,67695
Pongnam,37.22,126.9494,"Korea, South",,67694
Cumra,37.575,32.7747,Turkey,minor,67690
Islahiye,37.025,36.6345,Turkey,minor,67650
Modasa,23.47,73.3,India,,67648
Santa Barbara,10.8231,122.5344,Philippines,,67630
Banepa,27.6333,85.5167,Nepal,,67629
Kerpen,50.8719,6.6961,Germany,,67627
Ishim,56.1167,69.5,Russia,minor,67614
Santa Catarina Otzolotepec,18.5667,-97.25,Mexico,,67611
Heroica Caborca,30.7167,-112.15,Mexico,minor,67604
M'diq,35.6858,-5.3253,Morocco,,67599
Molepolole,-24.4066,25.4951,Botswana,admin,67598
Walsall,52.58,-1.98,United Kingdom,,67594
Calais,50.9481,1.8564,France,minor,67585
Manaure,11.7792,-72.4494,Colombia,minor,67584
Kovel,51.2167,24.7167,Ukraine,minor,67575
Baprola,28.6408,77.0104,India,,67555
Vorkuta,67.5,64.0333,Russia,minor,67547
Abnub,27.2667,31.15,Egypt,,67526
Zigon,18.3385,95.623,Burma,,67523
Gauravaram,17.1,80.6,India,,67521
Bergen op Zoom,51.5,4.3,Netherlands,minor,67514
Tejen,37.3833,60.5,Turkmenistan,,67488
Aregua,-25.3125,-57.3847,Paraguay,admin,67487
Ayolas,-27.3842,-56.8395,Paraguay,,67487
Sausar,21.65,78.78,India,,67459
Yuquan,40.4203,114.0864,China,minor,67449
Babati,-4.2167,35.75,Tanzania,admin,67445
Taman Senai,1.6006,103.6419,Malaysia,,67440
Omidiyeh,30.7583,49.705,Iran,minor,67427
Huajing,31.1194,121.4519,China,,67415
Dhenkanal,20.67,85.6,India,,67414
Zihuatanejo,17.6444,-101.5511,Mexico,minor,67408
Yorba Linda,33.889,-117.7714,United States,,67407
Bethesda,38.9866,-77.1188,United States,,67403
Chicacao,14.5333,-91.3167,Guatemala,minor,67399
Fuefuki,35.6473,138.6397,Japan,,67396
Old Bridge,40.4004,-74.3126,United States,,67392
Urun-Islampur,17.05,74.267,India,,67391
Haverhill,42.7838,-71.0871,United States,,67387
Rolandia,-23.3097,-51.3692,Brazil,minor,67383
Colmar,48.0817,7.3556,France,minor,67360
Kostiantynivka,48.5333,37.7167,Ukraine,,67350
Viladecans,41.3158,2.0197,Spain,,67348
Stargard Szczecinski,53.3333,15.0333,Poland,minor,67348
Gopalganj,26.47,84.43,India,,67339
Itapema,-27.0903,-48.6114,Brazil,minor,67338
Ankazoabokely,-21.5031,45.2112,Madagascar,,67337
Bongaigaon,26.4769,90.5583,India,,67322
Capelle aan den IJssel,51.9357,4.5782,Netherlands,minor,67319
Cuilco,15.4,-91.9667,Guatemala,minor,67297
Tolanaro,-25.0325,46.9833,Madagascar,minor,67284
Lala Musa,32.7003,73.9578,Pakistan,,67283
Russelsheim,50,8.4333,Germany,,67277
Asela,7.95,39.1167,Ethiopia,,67269
Herford,52.1333,8.6833,Germany,minor,67265
Sousa,-6.7608,-38.2308,Brazil,minor,67259
Shiojiri,36.115,137.9534,Japan,,67240
Palo Alto,37.3905,-122.1468,United States,,67231
La Plata,2.39,-75.9075,Colombia,minor,67220
Rockville,39.0834,-77.1553,United States,,67218
Tabatinga,-4.2312,-69.9386,Brazil,minor,67182
Bay,14.18,121.28,Philippines,,67182
Wanggezhuang,39.6706,116.4382,China,,67158
Washington,54.9,-1.52,United Kingdom,,67158
Lushar,36.4842,101.5633,China,minor,67153
Zrenjanin,45.3833,20.3894,Serbia,admin,67129
Spring,30.0613,-95.383,United States,,67103
Dolores Hidalgo Cuna de la Independencia Nacional,21.1516,-100.9369,Mexico,minor,67101
Coari,-4.085,-63.1408,Brazil,minor,67096
Chiyoda-ku,35.694,139.7536,Japan,,67036
Pikit,7.05,124.67,Philippines,,67024
Dharapuram,10.7314,77.5189,India,,67007
Guruvayur,10.5946,76.0369,India,,67006
Kashima,35.9656,140.6448,Japan,,67001
Cedeno,7.6492,-66.1759,Venezuela,,67000
Aravattur,10.6649,79.4507,India,,66999
Jagoniguda,17.32,78.52,India,,66982
Mirpeta,17.32,78.52,India,,66982
Lupon,6.8969,126.0117,Philippines,minor,66979
Phalodi,27.131,72.364,India,,66978
Embu-Guacu,-23.8322,-46.8114,Brazil,minor,66970
Targoviste,44.9244,25.4572,Romania,admin,66965
Veliko Tarnovo,43.0787,25.6283,Bulgaria,admin,66943
Delray Beach,26.455,-80.0905,United States,,66940
Nueva Guinea,11.6833,-84.45,Nicaragua,minor,66936
Acilia,41.7833,12.3667,Italy,,66932
Veenendaal,52.025,5.555,Netherlands,minor,66912
Kati,12.7504,-8.08,Mali,minor,66895
Guines,22.8475,-82.0236,Cuba,minor,66892
Beypore,11.18,75.81,India,,66883
Pessac,44.8067,-0.6311,France,,66874
El Seibo,18.77,-69.04,Dominican Republic,minor,66867
Ubatuba,-23.4339,-45.0708,Brazil,minor,66861
Middletown,40.3892,-74.082,United States,,66849
Grays,51.475,0.33,United Kingdom,,66843
Watsonville,36.9206,-121.7708,United States,,66842
Develi,38.3886,35.4925,Turkey,minor,66840
Bongabon,15.6321,121.1448,Philippines,,66839
Kissidougou,9.1905,-10.12,Guinea,minor,66815
Cosmopolis,-22.6458,-47.1961,Brazil,minor,66807
Janauba,-15.8025,-43.3089,Brazil,minor,66803
Aksum,14.1208,38.7278,Ethiopia,,66800
Janiuay,10.95,122.5,Philippines,,66786
Calimera,40.25,18.2833,Italy,,66777
San Mateo Atenco,19.2667,-99.5333,Mexico,minor,66740
Botolan,15.2896,120.0245,Philippines,,66739
Siddipet,18.1019,78.8519,India,,66737
Ilidza,43.8331,18.3039,Bosnia and Herzegovina,minor,66730
Rosales,15.8944,120.6328,Philippines,,66711
Mount Vernon,48.4203,-122.3115,United States,,66704
Hihya,30.6687,31.5904,Egypt,,66702
Venissieux,45.6978,4.8867,France,,66701
Hit,33.6417,42.825,Iraq,minor,66700
Collado-Villalba,40.6333,-4.0083,Spain,,66698
Kraljevo,43.7234,20.687,Serbia,admin,66688
Bolgatanga,10.7904,-0.85,Ghana,admin,66685
Liepaja,56.5083,21.0111,Latvia,admin,66680
Karimama,12.0667,3.1833,Benin,,66675
Karlskrona,56.1611,15.5881,Sweden,admin,66675
La Carlota,10.42,122.92,Philippines,,66664
San Mateo,16.88,121.58,Philippines,,66663
Focsani,45.7,27.1797,Romania,admin,66648
Nalut,31.8685,10.9812,Libya,admin,66609
Katwijk,52.2,4.4167,Netherlands,minor,66607
Jidd Hafs,26.219,50.538,Bahrain,,66588
Walton upon Thames,51.3868,-0.4133,United Kingdom,,66566
Ramos Arizpe,25.55,-100.9667,Mexico,minor,66554
Palatine,42.118,-88.043,United States,,66548
Aflao,6.1468,1.1799,Ghana,,66546
Karakax,37.2714,79.7267,China,minor,66541
Novi Pazar,43.15,20.5167,Serbia,admin,66527
Lytkarino,55.5833,37.9,Russia,minor,66526
Victoria,28.8287,-96.9849,United States,,66523
Cabedelo,-6.9808,-34.8339,Brazil,minor,66519
Koratla,18.8215,78.7119,India,,66504
Saiki,32.9597,131.9,Japan,,66497
Weiyuan,36.8413,101.9557,China,minor,66490
Damba,-6.8833,15.0167,Angola,,66472
Chignahuapan,19.8333,-98.0333,Mexico,minor,66464
Yachimata,35.6667,140.3167,Japan,,66430
Skokie,42.036,-87.74,United States,,66427
Szolnok,47.1747,20.1764,Hungary,admin,66426
Zacapa,14.9667,-89.5333,Guatemala,admin,66423
Morristown,36.2043,-83.3001,United States,,66407
Guangping,36.4778,114.9333,China,minor,66384
Sammamish,47.6017,-122.0416,United States,,66375
Union City,40.7675,-74.0323,United States,,66375
Queen Creek,33.2454,-111.6173,United States,,66369
Alpharetta,34.0704,-84.2738,United States,,66355
Gudermes,43.35,46.1,Russia,minor,66352
Opol,8.52,124.57,Philippines,,66327
Hashima,35.3199,136.7033,Japan,,66312
Lima,40.741,-84.112,United States,,66286
Vaxjo,56.8837,14.8167,Sweden,admin,66275
Huquan,39.7603,114.2834,China,minor,66271
Seinajoki,62.7917,22.8417,Finland,admin,66271
Zanhuang,37.6656,114.3861,China,minor,66255
Neuwied,50.4286,7.4614,Germany,minor,66243
Sandefjord,59.1288,10.2197,Norway,,66231
Novi,42.4786,-83.4893,United States,,66224
Reghaia,36.7631,3.3426,Algeria,,66215
Kampung Tengah,1.4836,101.9561,Indonesia,,66211
Bengkalis,1.4897,102.0797,Indonesia,minor,66211
Virginia,-28.1064,26.8622,South Africa,,66208
Sahaswan,28.068,78.751,India,,66204
Marondera,-18.1897,31.5467,Zimbabwe,admin,66203
Ocoyoacac,19.2739,-99.4606,Mexico,minor,66190
El Prat de Llobregat,41.3333,2.1,Spain,,66184
